fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR Fund Emerging Sovereign,cross_sell,7,BANQUE DE LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE DE LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,47.13,0.0,2306990.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR Fund Emerging Sovereign,cross_sell,8,EDR MONACO / Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Managed,MONACO,Bank / EdR Private Banking,46.95,0.0,237119088.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,cross_sell,9,EDR ITALIA PB/ALLFUNDS/Managed | ITALY | Bank / EdR Private Banking,EDR ITALIA PB/ALLFUNDS/Managed,ITALY,Bank / EdR Private Banking,46.42,0.0,135274793.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,cross_sell,10,PLATINIUM GESTION SAS | FRANCE | AM company / Fund of Funds,PLATINIUM GESTION SAS,FRANCE,AM company / Fund of Funds,46.01,0.0,-12903.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,fund already shows product-market fit in this country
EdR Fund Emerging Sovereign,cross_sell,11,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE INTERNATIONALE A LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,45.97,0.0,74375139.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR Fund Emerging Sovereign,cross_sell,12,"BOLTON GLOBAL CAPITAL, INC. / NSCC | UNITED STATES | Bank / Online Broker","BOLTON GLOBAL CAPITAL, INC. / NSCC",UNITED STATES,Bank / Online Broker,45.58,0.0,12636421.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,13,CREDIT AGRICOLE VITA SPA / FUND CHANNEL | ITALY | Insurance Company / Unit Link,CREDIT AGRICOLE VITA SPA / FUND CHANNEL,ITALY,Insurance Company / Unit Link,45.27,0.0,10687185.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Emerging Sovereign,cross_sell,14,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution) | FRANCE | Bank / Retail,BANQUE POPULAIRE BOURGOGNE FRANCHE COMTE (Distribution),FRANCE,Bank / Retail,45.1,0.0,1010254.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,15,PERSHING ADVISOR SOLUTIONS LLC / NSCC | UNITED STATES | Bank / Online Broker,PERSHING ADVISOR SOLUTIONS LLC / NSCC,UNITED STATES,Bank / Online Broker,44.99,0.0,21366067.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,16,"TRESSIS, SOCIEDAD DE VALORES, S.A. / BANCO INVERSIS | SPAIN | Bank / Trading Platform","TRESSIS, SOCIEDAD DE VALORES, S.A. / BANCO INVERSIS",SPAIN,Bank / Trading Platform,44.87,0.0,10346851.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,17,MONTE PASCHI BANQUE | FRANCE | Bank / Retail,MONTE PASCHI BANQUE,FRANCE,Bank / Retail,44.67,0.0,1462911.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,18,BNP PARIBAS FINANCIAL MARKETS | FRANCE | Bank / Trading Platform,BNP PARIBAS FINANCIAL MARKETS,FRANCE,Bank / Trading Platform,44.47,0.0,2114661.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,19,LCL BANQUE PRIVEE  FUND CHANNEL no rebates | FRANCE | Bank / Retail,LCL BANQUE PRIVEE  FUND CHANNEL no rebates,FRANCE,Bank / Retail,44.46,0.0,726654.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,20,SOGELIFE | LUXEMBOURG | Insurance Company / Unit Link,SOGELIFE,LUXEMBOURG,Insurance Company / Unit Link,44.31,0.0,4889728.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,cross_sell,21,CNP ASSURANCES (No Rebates) | FRANCE | Insurance Company / Unit Link,CNP ASSURANCES (No Rebates),FRANCE,Insurance Company / Unit Link,44.25,0.0,230847.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,22,EFG BANK (SUISSE) - CUSTODIAN | SWITZERLAND | Bank / Private Banking,EFG BANK (SUISSE) - CUSTODIAN,SWITZERLAND,Bank / Private Banking,44.24,0.0,1098348.0,client already uses adjacent sleeves/products,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,cross_sell,23,CECABANK / ALLFUNDS | SPAIN | Bank / Trading Platform,CECABANK / ALLFUNDS,SPAIN,Bank / Trading Platform,44.05,0.0,10607860.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Emerging Sovereign,cross_sell,24,CORREDORES DE BOLSA SURA S.A. -CHILE-/ NSCC | CHILE | Bank / Online Broker,CORREDORES DE BOLSA SURA S.A. -CHILE-/ NSCC,CHILE,Bank / Online Broker,43.91,0.0,12101347.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Emerging Sovereign,cross_sell,25,AUTHENTIC CAPITAL | SWITZERLAND | Independant Financial Advisor,AUTHENTIC CAPITAL,SWITZERLAND,Independant Financial Advisor,43.59,0.0,15751139.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,new_allocation,1,ASSURANCES DU CREDIT MUTUEL - ACM | FRANCE | Insurance Company / Unit Link,ASSURANCES DU CREDIT MUTUEL - ACM,FRANCE,Insurance Company / Unit Link,80.2,0.0,66806016.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,2,LES ASSURANCES MUTUELLES LE CONSERVATEUR | FRANCE | Insurance Company / Unit Link,LES ASSURANCES MUTUELLES LE CONSERVATEUR,FRANCE,Insurance Company / Unit Link,77.76,0.0,66504666.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,3,GENERALI VIE (DISTRIBUTION) / SGPB | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / SGPB,FRANCE,Insurance Company / Unit Link,76.35,0.0,8749918.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,4,THE ONE LIFE COMPANY S.A. / FUND CHANNEL | LUXEMBOURG | Insurance Company / Unit Link,THE ONE LIFE COMPANY S.A. / FUND CHANNEL,LUXEMBOURG,Insurance Company / Unit Link,75.98,0.0,13524050.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,5,NEUFLIZE VIE / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,NEUFLIZE VIE / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,75.34,0.0,1786212.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,6,ARKEA DIRECT BANK / FORTUNEO | FRANCE | Bank / Online Broker,ARKEA DIRECT BANK / FORTUNEO,FRANCE,Bank / Online Broker,75.29,0.0,9739357.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,7,GROUPAMA GAN VIE / MFEX FR | FRANCE | Insurance Company / Unit Link,GROUPAMA GAN VIE / MFEX FR,FRANCE,Insurance Company / Unit Link,74.58,0.0,54673731.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,8,CARDIF LUX VIE / Contrat direct | LUXEMBOURG | Insurance Company / Unit Link,CARDIF LUX VIE / Contrat direct,LUXEMBOURG,Insurance Company / Unit Link,73.18,0.0,1798722.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,9,GENERALI VIE (CGPI) / IZNES | FRANCE | Insurance Company / Unit Link,GENERALI VIE (CGPI) / IZNES,FRANCE,Insurance Company / Unit Link,73.03,0.0,66089276.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,10,PROMEPAR ASSET MANAGEMENT | FRANCE | Bank / Retail,PROMEPAR ASSET MANAGEMENT,FRANCE,Bank / Retail,72.81,0.0,4011304.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,11,BPCE VIE | FRANCE | Insurance Company / Unit Link,BPCE VIE,FRANCE,Insurance Company / Unit Link,72.64,0.0,17853497.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,12,AZIMUT LIFE DAC / ALLFUNDS | ITALY | Insurance Company / Unit Link,AZIMUT LIFE DAC / ALLFUNDS,ITALY,Insurance Company / Unit Link,72.63,0.0,66227379.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,13,BCEEL / INTESA / ALLFUNDS | LUXEMBOURG | Bank / Retail,BCEEL / INTESA / ALLFUNDS,LUXEMBOURG,Bank / Retail,72.3,0.0,482460.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,14,AREAS VIE | FRANCE | Insurance Company / Unit Link,AREAS VIE,FRANCE,Insurance Company / Unit Link,72.26,0.0,47314650.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,15,EASYBOURSE | FRANCE | Bank / Online Broker,EASYBOURSE,FRANCE,Bank / Online Broker,72.06,0.0,900267.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,16,SULLY PATRIMOINE GESTION / no rebates | FRANCE | AM company / EdR Fund of Funds,SULLY PATRIMOINE GESTION / no rebates,FRANCE,AM company / EdR Fund of Funds,71.51,0.0,281640.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,17,GENERALI VIE (DISTRIBUTION) / PRIMONIAL | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / PRIMONIAL,FRANCE,Insurance Company / Unit Link,71.08,0.0,1667822.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,18,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM NORD DE FRANCE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,70.74,0.0,458253.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,19,ARGENTA SPAARBANK - BELGIQUE | BELGIUM | Bank / Retail,ARGENTA SPAARBANK - BELGIQUE,BELGIUM,Bank / Retail,70.7,0.0,15572652.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,new_allocation,20,VITIS LIFE / FUND CHANNEL | LUXEMBOURG | Insurance Company / Unit Link,VITIS LIFE / FUND CHANNEL,LUXEMBOURG,Insurance Company / Unit Link,70.62,0.0,350628.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,21,GENERALI VIE (CGPI) / NORTIA | FRANCE | Insurance Company / Unit Link,GENERALI VIE (CGPI) / NORTIA,FRANCE,Insurance Company / Unit Link,70.5,0.0,7352524.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Emerging Sovereign,new_allocation,22,CRCAM FRANCHE COMTE (Distribution) / FUND CHANNEL | FRANCE | Bank / Retail,CRCAM FRANCHE COMTE (Distribution) / FUND CHANNEL,FRANCE,Bank / Retail,70.3,0.0,105131.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,23,CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL) | FRANCE | Bank / Retail,CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL),FRANCE,Bank / Retail,70.18,0.0,4776250.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Emerging Sovereign,new_allocation,24,CREDIT MUTUEL ARKEA (DISTRIBUTION) | FRANCE | Bank / Retail,CREDIT MUTUEL ARKEA (DISTRIBUTION),FRANCE,Bank / Retail,69.83,0.0,1589480.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Emerging Sovereign,new_allocation,25,AXA WEALTH EUROPE / MFEX | LUXEMBOURG | Insurance Company / Unit Link,AXA WEALTH EUROPE / MFEX,LUXEMBOURG,Insurance Company / Unit Link,69.81,0.0,7125479.0,segment is a natural fit for this fund,large existing EdRAM relationship,low current exposure leaves whitespace for a new sleeve
EdR Fund Euro High Yield,defend,1,EDR MONACO / Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Managed,MONACO,Bank / EdR Private Banking,79.39,76046150.0,237119088.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR Fund Euro High Yield,defend,2,GESTION FINANCIERE PRIVEE GEFIP | FRANCE | AM company / Independant,GESTION FINANCIERE PRIVEE GEFIP,FRANCE,AM company / Independant,75.91,6275193.0,7043237.0,large installed holding in the target fund,target fund already matters within this relationship,segment is a natural fit for this fund
EdR Fund Euro High Yield,defend,3,EDR MONACO / Not Managed | MONACO | Bank / EdR Private Banking,EDR MONACO / Not Managed,MONACO,Bank / EdR Private Banking,73.79,9373466.0,70661190.0,large installed holding in the target fund,large existing EdRAM relationship,fund already shows product-market fit in this country
EdR Fund Euro High Yield,defend,4,GENERALI VIE (DISTRIBUTION) | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION),FRANCE,Insurance Company / Unit Link,73.71,37440689.0,309114994.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
EdR Fund Euro High Yield,defend,5,GENERALI VIE (CGPI) | FRANCE | Insurance Company / Unit Link,GENERALI VIE (CGPI),FRANCE,Insurance Company / Unit Link,72.48,24960459.0,206051624.0,large installed holding in the target fund,large existing EdRAM relationship,broad wallet makes the relationship commercially important
